"Token ID","Aura","Background","Shape","Item","Hair","Tattoo","Clothes","Mask","Hat"
1313,"No Aura","Japanese Motif - Blue","Square Frame","Dark Chef Knife","Black","Greek Letters","Shirt - Isekai Postal","Hype Black Mask","Bucket Hat Painted"
1314,"Night","Red","Minimal Frame","Yellow Katana","Orange-Red","Star","Sweater - One Shoulder Blue Demon","Painted Owl mask","Rice Hat - Kintsugi"
1315,"Light","Pixel - Day on an Island","Circle Frame","Metal Monkey Staff","Black","No Tattoo","Sweater - Black and Orange","Game Helmet - Silhouette","No Hat"
1316,"No Aura","Painted Brush","Circle Frame","Chef Knife","Red","Black Flames","Hoodie - Fire Heart","Motorcycle Helmet - Black","No Hat"
1317,"No Aura","Shooting Stars","Circle Frame","No Item","Red","No Tattoo","Shirt 7 - White","Game Helmet - Shiba Inu","No Hat"
1318,"Light","Japanese Motif - Pink","Circle Frame","Gold Pipe","Orange-Red","Heart 7","Shirt - Sevens Block","Beak Mask - Metal","Bucket Hat Akuma"
1319,"Night","Colorful Clouds","Minimal Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - Black","Full Face Mask - Red Stop","Straw Hat"
1320,"No Aura","Light Blue","Circle Frame","No Item","Red","Black Flames","Kimono - Sunflower","Motorcycle Helmet - Black","No Hat"
1321,"No Aura","Japanese Motif - Blue","Square Frame","Red Katana","Red","No Tattoo","Sweater - Black and Orange","Game Helmet - Silhouette","No Hat"
1322,"No Aura","Light Blue","Square Frame","Banana","Orange-Red","Star","Hoodie - Fire Heart","Motorcycle Helmet - Roughed","No Hat"
1323,"No Aura","Light Blue","Circle Frame","Black Scythe","Orange-Red","No Tattoo","Lab Coat","Sevens Japanese Mask","Bucket Hat Yellow"
1324,"Night","Night Sky","Circle Frame","Yellow Katana","Red","Crossed Out","Sweater - One Shoulder Red Demon","Kintsugi Skull","Hat - Painted"
1325,"No Aura","Painted Brush","Square Frame","No Item","Yellow","Greek Letters","Shirt - Japanese Black","Hype Black Mask","Bucket Hat Official"
1326,"No Aura","Japanese Motif - Pink","Circle Frame","Red Monkey Staff","Red","Emoticon","Sweater - Cherry Blossoms","Hype Red Mask","Bucket Hat White"
1327,"No Aura","Red","Square Frame","Red Space Fork","Yellow","No Tattoo","Shirt - Pixel","Beak Mask - Metal","Rice Hat - Shadow"
1328,"Light","Pixel - Piano in a Sea","Minimal Frame","Dark Chef Knife","Black","No Tattoo","Monk","Painted Lion Mask","Hat - 7 White"
1329,"No Aura","Japanese Motif - Blue","Square Frame","Gold Pipe","Yellow","Sakura Petal","Sweater - Cherry Blossoms","Game Helmet - Silhouette","No Hat"
1330,"Light","Pixel - Day on an Island","Minimal Frame","No Item","Orange-Red","No Tattoo","Shirt - Japanese Black","Mascot - Shiba Inu","No Hat"
1331,"Light","Bananaz!","Square Frame","Red Katana","White","No Tattoo","Kimono - Sunflower","Beak Mask - Metal","Hat - 7 Wave"
1332,"No Aura","Japanese Motif - Blue","Circle Frame","Red Scythe","White","No Tattoo","Bomber - Black","Sevens Japanese Mask","Beanie - Aqua"
1333,"No Aura","Japanese Motif - Blue","Square Frame","No Item","Orange-Red","Kanji","Hoodie - Emoticon","Kaiju Mecha Mask - Black","Bucket Hat Black"
1334,"Night","Japanese Motif - Pink","Circle Frame","Dark Chef Knife","Black","No Tattoo","Sweater - One Shoulder Red Demon","Motorcycle Helmet - Black","No Hat"
1335,"Night","Red","Circle Frame","No Item","White","Sakura Petal","Shirt - Pixel","Akuma Half Mask - Black","Rice Hat - Blue"
1336,"No Aura","Bananaz!","Minimal Frame","Black Scythe","White","No Tattoo","Bomber - Black","Motorcycle Helmet - White","No Hat"
1337,"Night","Japanese Motif - Yellow","Square Frame","No Item","Yellow","Crossed Out","Shirt - Isekai Postal","Petrified Skull","Hat - 7 White"
1338,"No Aura","Shooting Stars","Minimal Frame","No Item","Yellow","No Tattoo","Hoodie - Painted","Full Face Mask - ???","Rice Hat - Sunflower"
1339,"No Aura","Night Sky","Square Frame","Black Scythe","White","Seven","Hoodie - Fire Heart","Scarred Skull","Hat - Painted"
1340,"Night","Bananaz!","Square Frame","No Item","Black","Flame","Sweater - One Shoulder Cherry Blossoms","Sevens Japanese Mask","No Hat"
1341,"Night","Colorful Clouds","Circle Frame","Yellow Katana","Black","Sakura Petal","Shirt - Pixel","Painted Lion Mask","Hat - Painted"
1342,"No Aura","Light Blue","Minimal Frame","Maple Branch","White","Seven","Bomber - Black","Full Face Mask - Double Line","Beanie - Painted"
1343,"No Aura","Colorful Clouds","Circle Frame","No Item","Black","No Tattoo","Shirt - Japanese Black","Lightning Mask","Bucket Hat Yellow"
1344,"No Aura","Shooting Stars","Square Frame","No Item","Red","No Tattoo","Shirt 7 - Black","Full Mask","Hat - Emoticon White"
1345,"No Aura","Pixel - Piano in a Sea","Circle Frame","No Item","Orange-Red","Crossed Out","Hoodie - Fire Heart","Game Helmet - Silhouette","No Hat"
1346,"No Aura","Shooting Stars","Circle Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - Black","Mascot - Shiba Inu","No Hat"
1347,"No Aura","Pixel - Day on an Island","Square Frame","No Item","Orange-Red","No Tattoo","Sweater - Cherry Blossoms","Fox Mask - Scarred","Beanie - Black"
1348,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","White","Flame","Hoodie - Tongue","Sevens Japanese Mask","Hat - HERO hat"
1349,"Light","Pixel - Day on an Island","Circle Frame","No Item","Yellow","No Tattoo","Sweater - Kintsugi","Mascot - Shiba Inu","No Hat"
1350,"Light","Japanese Motif - Blue","Square Frame","Gold Monkey Staff","Red","No Tattoo","Hoodie - Tongue","Mecha Bird - Red-Eyed Crow","No Hat"
1351,"No Aura","Japanese Motif - Pink","Square Frame","Red Space Fork","Orange-Red","Greek Letters","Bomber - Black","Emoticon Owl","Hat - Emoticon Black"
1352,"No Aura","Painted Brush","Circle Frame","No Item","Black","Emoticon","Shirt 7 - Black","Elder Skull","Hat - 7 White"
1353,"Celestial","Space","Minimal Frame","No Item","Red","3 Sevens","Astronaut Suit","Astronaut Helmet - Yottsume","No Hat"
1354,"Night","Colorful Clouds","Square Frame","Red Scythe","Yellow","No Tattoo","Shirt - Isekai Postal","Painted Lion Mask","Beanie - Gray"
1355,"No Aura","Pixel - Piano in a Sea","Square Frame","Yellow Katana","Red","Kanji","Sweater - Space","Kaiju Mecha Mask - 07","Rice Hat - Gold"
1356,"No Aura","Pixel - Day on an Island","Square Frame","No Item","Orange-Red","Flame","Bomber - Black","Mascot - Shiba Inu","No Hat"
1357,"No Aura","Pixel - Day on an Island","Square Frame","Red Katana","Red","Sakura Petal","Shirt 7 - White","Beak Mask - Metal","Hat - Painted"
1358,"No Aura","Japanese Motif - Yellow","Square Frame","No Item","Red","Crossed Out","Shirt - Painted Tee","Petrified Skull","No Hat"
1359,"No Aura","Painted Brush","Square Frame","Black Scythe","Black","No Tattoo","Sweater - Kintsugi","Motorcycle Helmet - Black","No Hat"
1360,"No Aura","Colorful Clouds","Minimal Frame","Metal Monkey Staff","Black","No Tattoo","Hoodie - One Shoulder Fire","Fox Mask - Scarred","Bucket Hat White Kumo Motif"
1361,"No Aura","Japanese Motif - Pink","Circle Frame","Sakura Branch","White","No Tattoo","Hoodie - Sunflowers","Hype Black Mask","Bucket Hat Black SH777SH"
1362,"Night","Night Sky","Circle Frame","No Item","Orange-Red","Crossed Out","Sweater - One Shoulder Blue Demon","Game Helmet - Silhouette","No Hat"
1363,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Orange-Red","Flame","Hoodie - Emoticon","Akuma Half Mask - Black","Rice Hat - Sunflower"
1364,"No Aura","Shooting Stars","Square Frame","No Item","Black","No Tattoo","Lab Coat","Sevens Japanese Mask","Hat - 7 White"
1365,"No Aura","Japanese Motif - Pink","Square Frame","No Item","White","No Tattoo","Shirt 7 - White","Scarred Skull","Straw Hat"
1366,"No Aura","Japanese Motif - Pink","Circle Frame","No Item","Yellow","Flame","Shirt 7 - White","Painted Lion Mask","Hat - Emoticon White"
1367,"Light","Japanese Motif - Yellow","Circle Frame","Chef Knife","White","Crossed Out","Shirt 7 - White","Full Face Mask - ???","Beanie - Gray"
1368,"Light","Japanese Motif - Blue","Circle Frame","No Item","Yellow","Sakura Petal","Sweater - Kintsugi","Motorcycle Helmet - Roughed","No Hat"
1369,"No Aura","Light Blue","Circle Frame","No Item","Red","No Tattoo","Bomber - White and Blue","Beak Mask - Darkened","Bucket Hat Black"
1370,"Light","Red","Square Frame","Banana","Black","No Tattoo","Shirt 7 - Black","Hype Red Mask","Rice Hat - Shadow"
1371,"Light","Red","Square Frame","Red Scythe","Red","No Tattoo","Kimono - Sunflower","Painted Black Mask","Rice Hat - Shadow"
1372,"No Aura","Bananaz!","Circle Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - White","Mascot - UwU cat","No Hat"
1373,"Light","Pixel - Piano in a Sea","Circle Frame","Banana","Red","Heart 7","Shirt - Pixel","Hype Black Mask","Bucket Hat Red Kumo Motif"
1374,"No Aura","Night Sky","Square Frame","Metal Monkey Staff","Black","Sakura Petal","Hoodie - Fire Heart","Game Helmet - Silhouette","No Hat"
1375,"Light","Bananaz!","Circle Frame","No Item","Yellow","Black Flames","Bomber - White and Blue","Lion - Fire Mustache","Hat - Emoticon Black"
1376,"No Aura","Light Blue","Circle Frame","Red Monkey Staff","Red","No Tattoo","Shirt 7 - Black","Kaiju Mecha Mask - White","No Hat"
1377,"No Aura","Light Blue","Square Frame","Metal Pipe","Yellow","Seven","Hoodie - One Shoulder Fire","Painted Black Mask","Bucket Hat Official"
1378,"Light","Japanese Motif - Yellow","Minimal Frame","Dark Chef Knife","Orange-Red","No Tattoo","Shirt 7 - White","Mascot - Shiba Inu","No Hat"
1379,"No Aura","Shooting Stars","Square Frame","Black Scythe","Orange-Red","No Tattoo","Shirt 7 - White","Scarred Skull","Hat - Emoticon White"
1380,"Night","Japanese Motif - Blue","Square Frame","No Item","Yellow","No Tattoo","Sweater - Cherry Blossoms","Petrified Demon Mask","Hat - 7 Wave"
1381,"Light","Pixel - Day on an Island","Minimal Frame","Metal Pipe","Yellow","No Tattoo","Hoodie - Emoticon","Fox Mask - Emoticon","Hat - 7 White"
1382,"No Aura","Shooting Stars","Circle Frame","Metal Monkey Staff","Orange-Red","Crossed Out","Sweater - Space","Game Helmet - Shiba Inu","No Hat"
1383,"No Aura","Light Blue","Minimal Frame","No Item","Orange-Red","Crossed Out","Sweater - Space","Sevens Japanese Mask","Bucket Hat Yellow"
1384,"Light","Pixel - Piano in a Sea","Square Frame","No Item","Orange-Red","No Tattoo","Hoodie - One Shoulder Yin Yang","Beak Mask - Darkened","Rice Hat - Shadow"
1385,"No Aura","Japanese Motif - Blue","Square Frame","Sakura Branch","Orange-Red","No Tattoo","Hoodie - Kintsugi 7","Game Helmet - Shiba Inu","No Hat"
1386,"No Aura","Japanese Motif - Pink","Circle Frame","Maple Branch","Red","Sakura Petal","Shirt 7 - White","Mascot - Shiba Inu","No Hat"
1387,"Light","Painted Brush","Minimal Frame","No Item","Red","No Tattoo","Bomber - White and Blue","Fox Mask - Scarred","Beanie - Aqua"
1388,"Night","Colorful Clouds","Minimal Frame","Chef Knife","Red","Black Flames","Sweater - Cherry Blossoms","Scarred Skull","Rice Hat - Package"
1389,"Night","Night Sky","Circle Frame","Dark Chef Knife","Yellow","Seven","Bomber - Black","Beak Mask - Darkened","Hat - 7 White"
1390,"Night","Red","Square Frame","Gold Pipe","White","Heart 7","Kimono - Sunflower","Fox Mask - LED Scarred","Straw Hat"
1391,"No Aura","Light Blue","Square Frame","Red Katana","Yellow","No Tattoo","Sweater - Kintsugi","Sevens Japanese Mask","Beanie - Black"
1392,"Night","Painted Brush","Minimal Frame","No Item","Orange-Red","3 Sevens","Bomber - Black","Hype Red Mask","Bucket Hat Painted"
1393,"No Aura","Night Sky","Circle Frame","No Item","Red","Crossed Out","Shirt - Painted Tee","Hype Red Mask","Bucket Hat White"
1394,"Light","Japanese Motif - Pink","Square Frame","Maple Branch","Black","No Tattoo","Hoodie - One Shoulder Yin Yang","Mascot - UwU cat","No Hat"
1395,"No Aura","Bananaz!","Square Frame","Sakura Branch","Yellow","No Tattoo","Shirt - Isekai Postal","Motorcycle Helmet - White","No Hat"
1396,"Night","Shooting Stars","Square Frame","No Item","Orange-Red","No Tattoo","Hoodie - Emoticon","Beak Mask - Metal","Hat - Emoticon White"
1397,"Light","Red","Minimal Frame","Red Katana","Yellow","No Tattoo","Shirt 7 - Black","Full Face Mask - X","No Hat"
1398,"Light","Pixel - Day on an Island","Square Frame","No Item","Red","No Tattoo","Kimono - Blue Green","Mascot - Shiba Inu","No Hat"
1399,"No Aura","Shooting Stars","Circle Frame","Red Monkey Staff","Yellow","Constellation","Hoodie - Tongue","Sevens Japanese Mask","Rice Hat - Shadow"
1400,"No Aura","Pixel - Day on an Island","Circle Frame","Metal Pipe","Black","No Tattoo","Bomber - Black","Lion - Fire Mustache","No Hat"
1401,"Night","Japanese Motif - Yellow","Minimal Frame","No Item","Orange-Red","Crossed Out","Hoodie - Tongue","Motorcycle Helmet - Roughed","No Hat"
1402,"No Aura","Red","Circle Frame","No Item","Red","Constellation","Kimono - Sunflower","Fox Mask - Emoticon","Bucket Hat Akuma"
1403,"Night","Japanese Motif - Yellow","Square Frame","Sakura Branch","Black","Heart 7","Shirt - Isekai Postal","Kaiju Mecha Mask - 07","Bucket Hat Black SH777SH"
1404,"No Aura","Light Blue","Circle Frame","No Item","Red","No Tattoo","Hoodie - One Shoulder Lotus","Red-eyed Owl","Bucket Hat Yellow"
1405,"Night","Bananaz!","Minimal Frame","Chef Knife","Orange-Red","No Tattoo","Shirt 7 - Black","Hype Black Mask","Bucket Hat Yellow"
1406,"No Aura","Shooting Stars","Square Frame","Red Scythe","Red","Emoticon","Hoodie - Tongue","LED Japanese Mask","Hat - 7 White"
1407,"No Aura","Night Sky","Minimal Frame","Maple Branch","Black","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Emoticon Owl","Beanie - White"
1408,"Night","Light Blue","Circle Frame","No Item","Yellow","No Tattoo","Hoodie - One Shoulder Lotus","Lion - Fire Mustache","Bucket Hat Akuma"
1409,"No Aura","Japanese Motif - Blue","Minimal Frame","No Item","Yellow","No Tattoo","Shirt 7 - White","Fox Mask - LED Scarred","Hat - Emoticon Black"
1410,"No Aura","Light Blue","Square Frame","Black Scythe","Yellow","No Tattoo","Hoodie - Tongue","Motorcycle Helmet - White","No Hat"
1411,"Light","Colorful Clouds","Minimal Frame","No Item","Orange-Red","Black Flames","Hoodie - Kintsugi 7","Hype Red Mask","Bucket Hat Painted"
1412,"Night","Painted Brush","Circle Frame","Black Scythe","White","Seven","Hoodie - One Shoulder Fire","Hype Red Mask","Bucket Hat White"
1413,"Night","Japanese Motif - Pink","Square Frame","No Item","Black","No Tattoo","Hoodie - Sunflowers","Scarred Skull","Bucket Hat Painted"
1414,"Night","Night Sky","Minimal Frame","Sakura Branch","Black","Crossed Out","Hoodie - One Shoulder Yin Yang","Scarred Skull","Bucket Hat Official"
1415,"No Aura","Colorful Clouds","Circle Frame","Dark Chef Knife","White","No Tattoo","Shirt - Isekai Postal","Fox Mask - Kintsugi","Straw Hat"
1416,"No Aura","Shooting Stars","Circle Frame","Dark Katana","Orange-Red","Black Flames","Hoodie - Fire Heart","Fox Mask - LED Scarred","Hat - HERO hat"
1417,"No Aura","Night Sky","Circle Frame","No Item","Yellow","No Tattoo","Hoodie - One Shoulder Fire","Painted Owl mask","Straw Hat"
1418,"No Aura","Pixel - Piano in a Sea","Circle Frame","Red Scythe","White","No Tattoo","Hoodie - Painted","Hype Black Mask","Rice Hat - White"
1419,"Night","Shooting Stars","Square Frame","No Item","Yellow","No Tattoo","Shirt - Taped Banana","Lightning Mask","Bucket Hat White"
1420,"Night","Japanese Motif - Blue","Minimal Frame","Gold Pipe","Yellow","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Game Helmet - Shiba Inu","No Hat"
1421,"Night","Shooting Stars","Circle Frame","Metal Monkey Staff","White","No Tattoo","Shirt - Japanese Black","Mascot - UwU cat","No Hat"
1422,"Night","Colorful Clouds","Circle Frame","No Item","White","No Tattoo","Bomber - Black","Beak Mask - Metal","Rice Hat - Package"
1423,"No Aura","Japanese Motif - Pink","Circle Frame","Maple Branch","Yellow","No Tattoo","Sweater - One Shoulder Blue Demon","Sevens Japanese Mask","No Hat"
1424,"No Aura","Japanese Motif - Yellow","Circle Frame","Metal Pipe","Orange-Red","No Tattoo","Shirt 7 - Black","Mascot - Shiba Inu","No Hat"
1425,"No Aura","Japanese Motif - Pink","Minimal Frame","Yellow Katana","Yellow","Emoticon","Sweater - Space","Akuma Half Mask - White","Bucket Hat Red Kumo Motif"
1426,"Night","Light Blue","Minimal Frame","Red Scythe","Orange-Red","Seven","Hoodie - Emoticon","Kintsugi Skull","Rice Hat - Sunflower"
1427,"No Aura","Japanese Motif - Pink","Square Frame","Red Katana","Yellow","No Tattoo","Kimono - Sunflower","LED Japanese Mask","Beanie - Gray"
1428,"Night","Red","Minimal Frame","No Item","Orange-Red","3 Sevens","Lab Coat","Game Helmet - Silhouette","No Hat"
1429,"No Aura","Red","Minimal Frame","Metal Monkey Staff","Black","Seven","Hoodie - One Shoulder Lotus","Petrified Skull","Hat - Emoticon Black"
1430,"No Aura","Japanese Motif - Pink","Circle Frame","Metal Pipe","Red","No Tattoo","Hoodie - One Shoulder Fire","Game Helmet - Shiba Inu","No Hat"
1431,"No Aura","Bananaz!","Circle Frame","Red Space Fork","Red","Star","Shirt 7 - White","Lightning Mask","Rice Hat - Sunflower"
1432,"Night","Shooting Stars","Square Frame","No Item","Orange-Red","No Tattoo","Hoodie - Tongue","Motorcycle Helmet - Roughed","No Hat"
1433,"No Aura","Japanese Motif - Blue","Square Frame","No Item","Orange-Red","Seven","Bomber - Golden","Emoticon Owl","Beanie - White"
1434,"No Aura","Red","Circle Frame","No Item","White","Attached Diamonds","Lab Coat","Sevens Japanese Mask","Hat - Painted"
1435,"No Aura","Shooting Stars","Circle Frame","Gold Chef Knife","Orange-Red","No Tattoo","Hoodie - Emoticon","Akuma Half Mask - White","Bucket Hat Red Kumo Motif"
1436,"No Aura","Red","Minimal Frame","No Item","Red","Star","Hoodie - Painted","Hype Red Mask","Rice Hat - Package"
1437,"No Aura","Red","Minimal Frame","Maple Branch","Yellow","3 Sevens","Bomber - White and Blue","Game Helmet - Silhouette","No Hat"
1438,"Night","Japanese Motif - Pink","Circle Frame","No Item","Black","No Tattoo","Kimono - Blue Green","Motorcycle Helmet - Black","No Hat"
1439,"No Aura","Light Blue","Circle Frame","Red Katana","Red","No Tattoo","Shirt - Sevens Block","Mascot - UwU cat","No Hat"
1440,"Light","Colorful Clouds","Square Frame","Dark Chef Knife","Yellow","No Tattoo","Shirt - Pixel","Hype Red Mask","Bucket Hat Red SH777SH"
1441,"Night","Night Sky","Minimal Frame","Dark Chef Knife","Yellow","No Tattoo","Bomber - White and Blue","Motorcycle Helmet - Roughed","No Hat"
1442,"No Aura","Light Blue","Circle Frame","Red Monkey Staff","Orange-Red","Flame","Lab Coat","Mecha Bird - Red-Eyed Crow","No Hat"
1443,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Orange-Red","Crossed Out","Kimono - Blue Green","Painted Owl mask","Beanie - White"
